Street Number, Street Name, Zipcode, Price
3645, W 5TH ST, 93030, $625000
4368, TECHNOLOGY DR, 94538, $8600000
1604, VILLA STREET & 200 MARIPOSA AVE, 94041, $1650000
1335, E CARSON ST, 90745, $3495000
2216, N SAN FERNANDO RD, 90065, $11488000
106, N A ST, 93030, $1800000
909, STORY RD, 95122, $2850000
612, FORT SUMPTER DR, 95354, $350000
1826, DELAWARE AVE, 90404, $2525000
31695, HAYMAN ST, 94544, $730000
11705, FIRESTONE BLVD, 90650, $2575000
63, 1/2 EVERETT ST, 90026, $1300000
3411, ANZA ST, 94121, $1998000
668, E 3RD AVE, 94401, $16500000
137, W RIALTO AVE, 92376, $1000000
1131, E MAIN ST, 92780, $2650000
20465, ANITA AVE, 94546, $16100000
41215, FREMONT BLVD, 94538, $3196000
1990, OCEANSIDE BLVD, 92054, $5250000
15169, RAYMER ST, 91405, $4500000
902, N BLACKSTONE AVE, 93701, $695000
605, MAIN ST, 95695, $2350000
610, S ORANGE AVE, 92020, $1625000
13427, WOODRUFF AVE, 90706, $2950000
3879, BEACON AVE, 94538, $995000
28424, HASKELL CANYON RD, 91390, $8000000
255, W SHAW AVE, 93612, $4150000
2082, N ANGUS ST, 93703, $15800000
2635, CONEJO CENTER DR, 91320, $585000
570, HARVEST PARK DR, 94513, $1799900
613, S ORANGE AVE, 92020, $1625000
963, W 7TH ST, 93030, $299500
545, 1/2 EVERETT ST, 90026, $1300000
621, E 3RD AVE, 94401, $16500000
15480, RAMONA AVE, 92392, $6500000
1632, ACTION AVE, 94559, $3100000
6130, CAMINO VERDE DR, 95119, $9750000
10153, INDIANA AVE, 92503, $1990000
566, HARVEST PARK DR, 94513, $1799900
1633, ACTION AVE, 94559, $3100000
5914, MISSION GORGE RD, 92120, $12450000
2311, AMERICAN AVE, 94545, $490000
667, 1/2 EVERETT ST, 90026, $1300000
13116, MOHAWK RD, 92308, $299000
6136, CAMINO VERDE DR, 95119, $9750000
339, 1/2 EVERETT ST, 90026, $1300000
1708, E HIGHLAND AVE, 92404, $3099900
3021, KENWOOD AVE, 90007, $1195000
831, WOOD ST, 94607, $1000000
8825, WASHINGTON BLVD, 90660, $4300000
1001, E ACACIA AVE, 91205, $3325000
12190, GARFIELD AVE, 90280, $5975000
1705, E MARIPOSA RD, 95205, $650000
4864, 67TH ST, 92115, $4999999
3627, W 5TH ST, 93030, $560000
5669, CUSHING PKY, 94538, $29950000
278, 1/2 EVERETT ST, 90026, $1300000
1634, A ST, 94509, $6200000
8325, ROSECRANS AVE, 90723, $449000
10628, SAN SEVAINE WAY, 91752, $1982400
495, N 13TH ST, 95112, $2900000
203, ST. LOUIS ST, 90033, $1100000
291, 1/2 EVERETT ST, 90026, $1300000
666, 1/2 EVERETT ST, 90026, $1300000
4652, BANNER DR, 90807, $1900000
1825, DELAWARE AVE, 90404, $2525000
2866, W 7TH ST, 90005, $3690000
15020, VENTURA BLVD, 91403, $4295000
4455, BAKMAN AVE, 91602, $1950000
4390, DELTA ST, 92113, $7500000
752, CALLE PL, 93012, $1630000
211, S PACIFIC COAST HWY, 90277, $2150000
4884, 67TH ST, 92115, $4999999
26867, CHERRY HILLS BLVD, 92586, $18500000
2633, SOQUEL DR, 95065, $3400000
1440, DESCANSO AVE, 92069, $1050000
317, S CABRILLO AVE, 90731, $500000
2036, SINALOA RD, 93065, $2600000
11212, VICTORY BLVD, 91606, $3840000
563, HARVEST PARK DR, 94513, $1799900
1645, CAHUENGA BLVD, 90028, $8500000
2810, W LINCOLN AVE, 92801, $1920000
1712, ACTION AVE, 94559, $3100000
23919, SUNNYMEAD BLVD, 92553, $1599000
419, E EUCLID AVE, 90222, $49950000
829, 1/2 EVERETT ST, 90026, $1300000
7696, CRAIG AVE, 90621, $3500000
1807, E 4TH ST, 90802, $5700000
124, WOODROW AVE, 95350, $650000
105, BRAZIL ST, 91360, $2795000
1305, W 11TH ST, 95341, $3150000
548, HARVEST PARK DR, 94513, $1799900
332, 1/2 EVERETT ST, 90026, $1300000
306, S CABRILLO AVE, 90731, $500000
710, N EUCLID ST, 92801, $8693000
221, 5TH ST, 95605, $430000
6265, VAN NUYS BLVD, 91401, $1875000
616, E 4TH ST, 92701, $1175000
2605, CONEJO CENTER DR, 91320, $585000
4076, CHINO AVE, 91710, $1850000
3947, ALABAMA ST, 92104, $1375000
833, INTERNATIONAL BLVD, 94606, $4900000
229, 1/2 EVERETT ST, 90026, $1300000
3676, W 5TH ST, 93030, $560000
5843, LONETREE BLVD, 95765, $3700000
7942, AUBURN BLVD, 95610, $3200000
7111, N SEPULVEDA BLVD, 91406, $14990000
9618, CHARLEVILLE BLVD, 90212, $4850000
479, E EUCLID AVE, 90222, $49950000
5623, CUSHING PKY, 94538, $29950000
6119, CAMINO VERDE DR, 95119, $9750000
6876, MAGNOLIA AVE, 92506, $1900000
1948, OCEAN AVE, 94127, $3799000
12152, GARFIELD AVE, 90280, $5975000
8964, FOLSOM BLVD, 95826, $2500000
1800, TANEN ST, 94559, $590000
1817, HILLSDALE AVE, 95124, $15000000
12391, DOHERTY ST, 92503, $4178600
328, MILBRAE ST, 92113, $1720000
4867, 67TH ST, 92115, $4999999
2827, BUTLER AVE, 90262, $17200000
659, E 3RD AVE, 94401, $16500000
611, 1/2 EVERETT ST, 90026, $1300000
1638, A ST, 94509, $6200000
8235, WHITE OAK AVE, 91325, $5500000
925, 1/2 EVERETT ST, 90026, $1300000
17354, TOQUET DR, 91316, $1200000
8135, FIRESTONE BLVD, 90241, $3495000
706, UTICA AVE, 92648, $2185000
4163, 32ND ST, 92104, $3075000
1424, W VALLEY BLVD, 91803, $2100000
927, N LA CIENEGA BLVD, 90069, $5250000
607, 1/2 EVERETT ST, 90026, $1300000
12197, GARFIELD AVE, 90280, $5975000
2050, N ANGUS ST, 93703, $15800000
1066, W 1ST ST, 92703, $1300000
9361, 9TH ST, 91730, $2500000
913, 1/2 EVERETT ST, 90026, $1300000
11702, FIRESTONE BLVD, 90650, $2575000
910, N BLACKSTONE AVE, 93701, $695000
10910, AVALON BLVD, 90061, $2000000
4127, IDAHO ST, 92104, $3650000
31678, HAYMAN ST, 94544, $730000
431, E WEBER AVE, 90222, $3603820
4053, E ASHLAN AVE, 93726, $4059000
1420, S 2ND ST, 91801, $2050000
1501, CARMEL DR, 94596, $4850000
26810, CHERRY HILLS BLVD, 92586, $18500000
10663, SAN SEVAINE WAY, 91752, $1982400
2643, SOQUEL DR, 95065, $3400000
1692, ACTION AVE, 94559, $3100000
12616, KORNBLUM AVE, 90250, $3995000
3950, ALABAMA ST, 92104, $1375000
311, W YOSEMITE AVE, 95336, $370000
2701, REDWOOD RD, 94558, $899000
311, E BALL RD, 92805, $6399000
224, S RIVERSIDE AVE, 92376, $1995000
725, E 62ND ST, 90001, $8604750
5840, ADENMOOR AVE, 90713, $1563499
22004, AVALON BLVD, 90745, $1695000
432, S STATE COLLEGE BLVD, 92806, $3175000
4716, 3RD ST, 94124, $2590000
906, 1/2 EVERETT ST, 90026, $1300000
826, OCEAN BLVD, 90802, $2100000
1147, W GRAND AVE, 91766, $2300000
2600, CONEJO CENTER DR, 91320, $585000
715, 1/2 EVERETT ST, 90026, $1300000
2733, NAGLEE RD, 95304, $6700000
7135, FAIR OAKS BLVD, 95608, $650000
5243, 3RD ST, 94124, $2995000
1134, MARILYN WAY, 94518, $1200000
1560, S LEWIS ST, 92805, $2490000
156, BERRY ST, 95678, $695000
320, S CABRILLO AVE, 90731, $500000
332, S ROSEMEAD BLVD, 91107, $1388000
1358, E 21ST ST, 90011, $825000
1026, UNIVERSITY AVE, 94710, $4349000
280, E LARCH RD, 95304, $4420000
5668, CUSHING PKY, 94538, $29950000
3696, W 5TH ST, 93030, $560000
7930, S VAN NESS AVE, 90305, $1248100
2421, LAS POSITAS RD, 94551, $8350000
563, W MAIN ST, 91801, $5880000
26800, CHERRY HILLS BLVD, 92586, $18500000
4173, ALTADENA AVE, 92105, $1299000
4804, WHITTIER BLVD, 90022, $3304224
2813, W LINCOLN AVE, 92801, $1920000
1696, E HIGHLAND AVE, 92404, $3099900
6163, COLDWATER CANYON AVE, 91606, $7750000
5701, CUSHING PKY, 94538, $29950000
390, 1/2 EVERETT ST, 90026, $1300000
111, 1/2 EVERETT ST, 90026, $1300000
3624, W 5TH ST, 93030, $560000
1238, 1ST ST, 95020, $8350000
10627, SAN SEVAINE WAY, 91752, $1982400
3672, E HIGHLAND AVE, 92346, $5900000
17047, VENTURA BLVD, 91316, $4500000
20479, ANITA AVE, 94546, $16100000
1634, ACTION AVE, 94559, $3100000
371, 1/2 EVERETT ST, 90026, $1300000
5748, S FRUIT AVE, 93706, $2200000
2926, S NORMANDIE AVE, 90007, $1380000
16333, E 14TH ST, 94578, $6000000
793, 1/2 EVERETT ST, 90026, $1300000
1, SKYLINE BLVD, 94619, $1150000
116, S HARBOR BLVD, 92805, $545000
1645, A ST, 94509, $6200000
9022, CECILIA ST, 90241, $3725000
6701, RED HILL RD, 94952, $6900000
3673, W 5TH ST, 93030, $625000
326, E HARDY ST, 90301, $2095000
4741, POINT LOMA AVE, 92107, $2998000
1534, E WALNUT AVE, 92867, $6950000
182, W ALAMEDA ST, 95336, $795000
639, DEL GANADO RD, 94903, $1350000
1558, REPORT AVE, 95205, $799000
826, INTERNATIONAL BLVD, 94606, $4900000
11756, CENTRAL AVE, 91710, $1992600
600, W MAIN ST, 91801, $5880000
10624, SAN SEVAINE WAY, 91752, $1982400
1298, 1ST ST, 95020, $8350000
12630, DAY ST, 92553, $4664000
684, 1/2 EVERETT ST, 90026, $1300000
624, 1/2 EVERETT ST, 90026, $1300000
169, CAPP ST, 94110, $14980000
895, S BRISTOL ST, 92703, $8250000
5634, CUSHING PKY, 94538, $29950000
9771, FOOTHILL BLVD, 91730, $999999
14702, DOOLITTLE DR, 94577, $10170000
3999, SANTA ROSA AVE, 95407, $2495000
1801, DOBBIN DR, 95133, $23000000
403, W VALLEY BLVD, 91803, $8000000
448, 1/2 EVERETT ST, 90026, $1300000
2650, CONEJO CENTER DR, 91320, $585000
2410, LAS POSITAS RD, 94551, $8350000
3637, W 5TH ST, 93030, $625000
2566, 26TH AVE, 95820, $1600000
2459, PURDUE AVE, 90064, $5995000
20423, ANITA AVE, 94546, $16100000
2612, CONEJO CENTER DR, 91320, $585000
911, N BLACKSTONE AVE, 93701, $695000
828, MISSION AVE, 94901, $2850000
147, S OCCIDENTAL BLVD, 90057, $4750000
2250, WESTWOOD BLVD, 90064, $4000000
13961, FREDERICK ST, 92553, $1702030
255, E OLIVE AVE, 93257, $990000
26906, CHERRY HILLS BLVD, 92586, $18500000
1317, GRANT AVE, 94945, $3900000
6400, PACIFIC BLVD, 90255, $4971000
701, W HUNTINGTON DR, 91007, $7000000
11221, OLD RIVER SCHOOL RD, 90241, $1295000
207, KING ST, 94107, $4300000
2039, SINALOA RD, 93065, $2600000
12204, GARFIELD AVE, 90280, $5975000
1689, E HIGHLAND AVE, 92404, $3099900
112, N A ST, 93030, $1800000
1681, MISSION RD, 94080, $4250000
828, S ANZA ST, 92020, $1225000
16330, E 14TH ST, 94578, $6000000
883, S BRISTOL ST, 92703, $8250000
1725, SESSUMS DR, 92374, $5400000
340, S CABRILLO AVE, 90731, $500000
4555, PECK RD, 91732, $5500000
15141, RAYMER ST, 91405, $4500000
1119, COLORADO AVE, 95380, $8080000
3881, BEACON AVE, 94538, $995000
1015, E MAIN ST, 95380, $2195000
4620, MARCONI AVE, 95821, $4200000
4377, MISSISSIPPI ST, 92104, $6700000
1343, E CARSON ST, 90745, $3495000
159, CAPP ST, 94110, $14980000
1173, E FLORENCE AVE, 90001, $2300000
20489, ANITA AVE, 94546, $16100000
4063, E ASHLAN AVE, 93726, $4059000
11211, 1ST AVE, 90603, $2830000
8218, COMMONWEALTH AVE, 90621, $3000000
6231, VALLEY SPRINGS PKY, 92507, $2490000
18, 1/2 EVERETT ST, 90026, $1300000
30, 1/2 EVERETT ST, 90026, $1300000
4557, N FIGUEROA ST, 90065, $3450000
2701, S REAL RD, 93309, $2100000
2665, CONEJO CENTER DR, 91320, $585000
8001, S VAN NESS AVE, 90305, $1248100
217, N LARCHMONT BLVD, 90004, $11000000
14532, CENTRAL AVE, 91710, $1488000
2653, NAPA VALLEY CORPORATE DR, 94558, $5250000
415, W VENTURA BLVD, 93010, $5000000
1729, W ADAMS BLVD, 90018, $4900000
1021, WALNUT DR, 91766, $9958284
3420, FIRESTONE BLVD, 90280, $2000000
18257, GRAND AVE, 92530, $3295000
733, E CHAPMAN AVE, 92866, $399900
614, TERMINAL WAY, 92627, $4400000
31680, HAYMAN ST, 94544, $730000
1024, UNIVERSITY AVE, 94710, $4349000
1176, E FLORENCE AVE, 90001, $2300000
953, W 7TH ST, 93030, $299500
604, ELSIE AVE, 94577, $1650000
209, E HIGHWAY, 95242, $1700000
1028, NATIONAL CITY BLVD, 91950, $7000000
1648, CAHUENGA BLVD, 90028, $8500000
2762, OLD SONOMA RD, 94558, $8250000
2202, FLORIDA AVE, 94804, $699999
8600, 54TH ST, 92509, $1300000
8516, GARDEN GROVE BLVD, 92844, $1898800
8240, WHITE OAK AVE, 91325, $5500000
232, 1/2 EVERETT ST, 90026, $1300000
1734, W ADAMS BLVD, 90018, $4900000
7988, S VAN NESS AVE, 90305, $1248100
24, 1/2 EVERETT ST, 90026, $1300000
726, MAIN ST, 95695, $2795000
3678, W 5TH ST, 93030, $560000
42206, REMINGTON AVE, 92590, $850000
3240, N MILLBROOK AVE, 93726, $4487500
14401, FRANKLIN AVE, 92780, $7190550
825, E FOOTHILL BLVD, 92376, $980100
2620, CONEJO CENTER DR, 91320, $585000
17050, NEWLAND ST, 92708, $895000
41679, DATE ST, 92562, $812820
8525, RAMONA ST, 90706, $925000
3755, JASMINE AVE, 90034, $3399000
3632, W 5TH ST, 93030, $625000
3550, PARK BLVD, 92103, $7200000
505, W 10TH ST, 94565, $2200000
15920, CONCORD WAY, 92551, $607337
12396, DOHERTY ST, 92503, $4178600
9367, 9TH ST, 91730, $2500000
7710, CRAIG AVE, 90621, $3500000
1534, W FLORENCE AVE, 90047, $1629800
12162, GARFIELD AVE, 90280, $5975000
9327, INTERNATIONAL BLVD, 94603, $325500
902, S BRISTOL ST, 92703, $8250000
4471, W ROSECRANS AVE, 90250, $1950000
524, WESTMINSTER AVE, 90291, $2157000
672, VILLA ST, 94014, $1575000
251, KING ST, 94107, $4300000
8673, S ATLANTIC AVE, 90280, $5000000
1562, REPORT AVE, 95205, $799000
4834, SATURN ST, 90019, $1400000
12555, VALLEY VIEW ST, 92845, $4199000
947, RUFF DR, 95110, $5738550
1346, GRAND AVE, 92109, $11000000
844, 1/2 EVERETT ST, 90026, $1300000
26150, ENTERPRISE WAY, 92630, $1092021
621, DEL GANADO RD, 94903, $1350000
4811, FIRESTONE BLVD, 90280, $950000
201, S LONG BEACH BLVD, 90221, $375000
5641, CUSHING PKY, 94538, $29950000
28429, HASKELL CANYON RD, 91390, $8000000
465, E 10TH ST, 94565, $285000
813, S ANZA ST, 92020, $1225000
14148, ROSCOE BLVD, 91402, $1825000
1431, TOBIAS DR, 91911, $799000
822, S ANZA ST, 92020, $1225000
15019, VENTURA BLVD, 91403, $4295000
577, 4TH AVE, 91910, $799000
5846, ADENMOOR AVE, 90713, $1563499
1654, N 8TH ST, 92324, $4600000
297, KING ST, 94107, $4300000
26873, CHERRY HILLS BLVD, 92586, $18500000
7690, CRAIG AVE, 90621, $3500000
9799, RESEARCH DR, 92618, $2102660
7129, VINELAND AVE, 91605, $3717675
1332, W 11TH ST, 95341, $3150000
13968, FREDERICK ST, 92553, $1702030
797, 1/2 EVERETT ST, 90026, $1300000
537, GRAND AVE, 94080, $3850000
151, S HARBOR BLVD, 92805, $545000
1224, 10TH ST, 90401, $6150000
3710, MORSE AVE, 95821, $4100000
901, W 7TH ST, 93030, $299500
3569, KETTNER BLVD, 92101, $11500000
316, ALDRICH ST, 90631, $2400000
647, DEL GANADO RD, 94903, $1350000
409, W 6TH ST, 92882, $2250000
2875, B ST, 92102, $10750000
997, W 7TH ST, 93030, $299500
5928, YORK BLVD, 90042, $3425000
243, GRAND AVE, 94080, $1999999
3646, W 5TH ST, 93030, $625000
9210, ARCHIBALD AVE, 91730, $493000
2800, MIDDLEFIELD RD, 94306, $2860000
503, 1/2 EVERETT ST, 90026, $1300000
4092, N CEDAR AVE, 93726, $255000
3931, 5TH AVE, 92103, $5795000
7918, FOOTHILL BLVD, 91040, $1290000
3644, W 5TH ST, 93030, $560000
3862, BEACON AVE, 94538, $995000
376, 1/2 EVERETT ST, 90026, $1300000
1412, W VALLEY BLVD, 91803, $2100000
924, W 7TH ST, 93030, $239900
3846, BEACON AVE, 94538, $995000
15025, VENTURA BLVD, 91403, $4295000
6104, CAMINO VERDE DR, 95119, $9750000
237, W HERNDON AVE, 93650, $495000
398, 1/2 EVERETT ST, 90026, $1300000
528, E EUCLID AVE, 90222, $49950000
2032, PARKER ST, 94704, $2495000
866, ANCHORAGE PL, 91914, $740000
339, IRVING AVE, 91201, $2750000
2907, STATE ST, 92008, $5750481
209, S LONG BEACH BLVD, 90221, $375000
28445, HASKELL CANYON RD, 91390, $8000000
428, E EUCLID AVE, 90222, $49950000
1551, S EL DORADO ST, 95206, $448000
3607, W 5TH ST, 93030, $625000
1536, W FLORENCE AVE, 90047, $1629800
1168, E FLORENCE AVE, 90001, $2300000
30084, HAUN RD, 92584, $5141000
820, S ANZA ST, 92020, $1225000
2248, WESTWOOD BLVD, 90064, $4000000
6928, ARCHIBALD AVE, 91701, $1790000
945, RUFF DR, 95110, $5738550
2416, 5TH AVE, 94901, $4800000
1331, COLUMBUS AVE, 94133, $5250000
5637, CUSHING PKY, 94538, $29950000
4254, S MOONEY BLVD, 93277, $2885000
2459, ATHENS AVE, 96001, $8800000
2071, N ANGUS ST, 93703, $15800000
104, 1/2 EVERETT ST, 90026, $1300000
7420, CREWS RD, 95020, $2490000
5653, CUSHING PKY, 94538, $29950000
636, 1/2 EVERETT ST, 90026, $1300000
1480, FRONTAGE RD, 91911, $2145000
12033, JACK BENNY DR, 91739, $1726758
6111, CAMINO VERDE DR, 95119, $9750000
307, 1/2 EVERETT ST, 90026, $1300000
2630, CONEJO CENTER DR, 91320, $585000
5911, MISSION GORGE RD, 92120, $12450000
1536, WALLACE AVE, 94124, $3315000
1364, GRAND AVE, 92109, $11000000
2909, STATE ST, 92008, $5750481
818, S WALNUT RD, 95380, $1495000
15942, FOOTHILL BLVD, 94578, $1950000
219, S MAIN ST, 95035, $5000000
2654, NAPA VALLEY CORPORATE DR, 94558, $5250000
6116, CAMINO VERDE DR, 95119, $9750000
11821, CORTEZ AVE, 95380, $1499000
42210, REMINGTON AVE, 92590, $850000
1568, REPORT AVE, 95205, $799000
2425, E SLAUSON AVE, 90255, $2495000
4376, MISSISSIPPI ST, 92104, $6700000
1124, FOLSOM ST, 94103, $5750000
162, CAPP ST, 94110, $14980000
889, N GAREY AVE, 91767, $889000
9476, MAGNOLIA AVE, 92503, $1500000
3570, HOMESTEAD RD, 95051, $4000000
2707, CONEJO CENTER DR, 91320, $585000
2909, ALUM ROCK AVE, 95127, $7900000
4161, SOMERSET DR, 90008, $1800000
808, 1/2 EVERETT ST, 90026, $1300000
300, S CABRILLO AVE, 90731, $500000
2539, E WHITE AVE, 93701, $224900
1544, REPORT AVE, 95205, $799000
9200, FAIRWAY DR, 95678, $5550000
2696, CONEJO CENTER DR, 91320, $585000
1968, N VENTURA RD, 93036, $3800000
6922, ARCHIBALD AVE, 91701, $1790000
1901, HYPERION AVE, 90027, $2385000
36737, CATHEDRAL CANYON DR, 92234, $3395000
276, 1/2 EVERETT ST, 90026, $1300000
8963, FOLSOM BLVD, 95826, $2500000
1322, S CATALINA ST, 90006, $2350000
3326, HOLLY DR, 95376, $3200000
7963, S VAN NESS AVE, 90305, $1248100
3001, W BEVERLY BLVD, 90640, $2490000
650, W ALLUVIAL AVE, 93711, $3000000
41216, FREMONT BLVD, 94538, $3196000
2050, S EUCLID ST, 92802, $1550000
1538, E WALNUT AVE, 92867, $6950000
4010, GEORGIA BLVD, 92407, $10995000
817, S ANZA ST, 92020, $1225000
144, E HUNTINGTON DR, 91006, $1690000
1498, E THOUSAND OAKS BLVD, 91362, $3450000
2708, WILLOW PASS RD, 94519, $1460000
9795, RESEARCH DR, 92618, $2102660
11201, SUN CENTER DR, 95670, $490000
37877, POTATO CANYON RD, 92399, $2695000
348, 1/2 EVERETT ST, 90026, $1300000
2744, NAGLEE RD, 95304, $6700000
7483, MONTEREY ST, 95020, $495000
1663, A ST, 94509, $6200000
10830, MAGNOLIA BLVD, 91601, $5950000
460, N M ST, 93274, $1299000
939, 1/2 EVERETT ST, 90026, $1300000
1723, W ADAMS BLVD, 90018, $4900000
1199, E FLORENCE AVE, 90001, $2300000
1636, H ST, 93721, $1350000
312, 1/2 EVERETT ST, 90026, $1300000
7129, FAIR OAKS BLVD, 95608, $650000
3604, W 5TH ST, 93030, $560000
3942, FOOTHILL DR, 95688, $1900000
7703, CRAIG AVE, 90621, $3500000
2056, N ANGUS ST, 93703, $15800000
1061, E PHILLIPS BLVD, 91766, $949000
275, KING ST, 94107, $4300000
341, S CABRILLO AVE, 90731, $500000
1311, H ST, 95814, $3000000
72, 1/2 EVERETT ST, 90026, $1300000
273, KING ST, 94107, $4300000
2800, E WALNUT AVE, 91107, $2875000
1220, SACRAMENTO ST, 94590, $1100000
8226, COMMONWEALTH AVE, 90621, $3000000
2032, SINALOA RD, 93065, $2600000
2757, OLD SONOMA RD, 94558, $8250000
16338, E 14TH ST, 94578, $6000000
2680, CONEJO CENTER DR, 91320, $585000
11325, GARVEY AVE, 91732, $2450000
7921, AUBURN BLVD, 95610, $3200000
565, W MAIN ST, 91801, $5880000
233, W HERNDON AVE, 93650, $495000
3883, BEACON AVE, 94538, $995000
2567, MOUNTAIN VIEW RD, 91733, $2500000
2318, CENTRAL AVE, 94501, $4999000
145, N REDWOOD DR, 94903, $3100000
3001, TELEGRAPH AVE, 94609, $4500000
294, KING ST, 94107, $4300000
3330, HARBOR VIEW DR, 92106, $4200000
886, S BRISTOL ST, 92703, $8250000
114, S HARBOR BLVD, 92805, $545000
966, MOFFAT BLVD, 95336, $900000
147, S CATALINA ST, 90004, $2050000
3808, AUBURN BLVD, 95821, $995000
246, KING ST, 94107, $4300000
2575, FORTUNE WAY, 92081, $629900
4722, HAWLEY BLVD, 92116, $16295000
13103, PHILADELPHIA ST, 90601, $2450000
1370, GRAND AVE, 92109, $11000000
3877, BEACON AVE, 94538, $995000
15894, VALLEY BLVD, 92335, $4739763
989, W 7TH ST, 93030, $299500
509, N MYERS ST, 92054, $13250000
4653, BANNER DR, 90807, $1900000
7978, S VAN NESS AVE, 90305, $1248100
1000, E SYCAMORE ST, 92805, $1500000
220, 1/2 EVERETT ST, 90026, $1300000
1817, W 4TH ST, 90057, $5000000
1822, W OLIVE AVE, 95348, $1299000
3649, W 5TH ST, 93030, $560000
1999, MT. OLIVE DR, 95404, $2700000
9208, ARCHIBALD AVE, 91730, $493000
151, BERNAL RD, 95119, $5675000
1532, W FLORENCE AVE, 90047, $1629800
3627, W 5TH ST, 93030, $625000
4800, BISSELL AVE, 94805, $1900000
13100, PHILADELPHIA ST, 90601, $2450000
951, MOFFAT BLVD, 95336, $900000
1684, ACTION AVE, 94559, $3100000
3852, BALFOUR RD, 94513, $9740000
639, E 3RD AVE, 94401, $16500000
12570, INDUSTRY ST, 92841, $7516732
620, N CHESTER AVE, 93308, $230000
571, E FOOTHILL BLVD, 92376, $1301573
1734, W WILLOW ST, 90810, $1800000
12386, DOHERTY ST, 92503, $845250
15151, RAYMER ST, 91405, $4500000
729, VALLEJO ST, 94133, $1399000
116, CORAL ST, 95060, $699000
453, E EUCLID AVE, 90222, $49950000
20542, WISTERIA ST, 94546, $3588000
3936, 5TH AVE, 92103, $5795000
2315, AMERICAN AVE, 94545, $490000
721, 1/2 EVERETT ST, 90026, $1300000
646, W 6TH ST, 90731, $1750000
5621, CUSHING PKY, 94538, $29950000
4729, HAWLEY BLVD, 92116, $16295000
1180, E FLORENCE AVE, 90001, $2300000
163, CAPP ST, 94110, $14980000
1155, E ASH AVE, 92831, $3405000
1303, 1ST ST, 95020, $8350000
1189, E FLORENCE AVE, 90001, $2300000
6644, MISSION ST, 94014, $3998000
12823, E PENN ST, 90602, $1495000
3796, NORTHGATE BLVD, 95834, $8650000
948, RUFF DR, 95110, $5738550
860, 3RD ST, 90403, $13250000
1739, 10TH AVE, 94606, $1350000
1365, GRAND AVE, 92109, $11000000
4732, ENGLE RD, 95608, $1450000
12148, GARFIELD AVE, 90280, $5975000
325, S CABRILLO AVE, 90731, $500000
7712, FRANKLIN ST, 90621, $790000
5604, CUSHING PKY, 94538, $29950000
136, 1/2 EVERETT ST, 90026, $1300000
22690, STEVENS CREEK BLVD, 95014, $3500000
12827, E PENN ST, 90602, $1495000
8733, VENICE BLVD, 90034, $900000
940, RUFF DR, 95110, $5738550
110, 1/2 EVERETT ST, 90026, $1300000
3470, E FLORIDA AVE, 92544, $1390000
1604, W ANAHEIM ST, 90813, $3000000
843, S MOUNTAIN AVE, 91762, $8712000
115, S HARBOR BLVD, 92805, $545000
2637, CONEJO CENTER DR, 91320, $585000
1912, 51ST AVE, 94601, $650000
501, S BURLINGTON AVE, 90057, $6900000
17901, SOLEDAD CANYON RD, 91387, $16000000
1923, HANCOCK ST, 92110, $3200000
1401, W FREMONT ST, 95203, $2500000
963, MOFFAT BLVD, 95336, $900000
12625, JOMANI DR, 93312, $2200000
31690, HAYMAN ST, 94544, $730000
935, ENTERPRISE WAY, 94558, $3895000
2740, HECKER PASS HWY, 95020, $3800000
974, W 7TH ST, 93030, $239900
20458, ANITA AVE, 94546, $16100000
3832, 8TH AVE, 92103, $1200000
1625, KIDDER AVE, 94533, $2725000
8959, FOLSOM BLVD, 95826, $2500000
24330, MCBEAN PKWY, 91355, $2200000
12820, E PENN ST, 90602, $1495000
120, N SYRACUSE ST, 92801, $20930000
856, 1/2 EVERETT ST, 90026, $1300000
2191, N LAKEWOOD BLVD, 90815, $6000000
614, 1/2 EVERETT ST, 90026, $1300000
1013, NATIONAL CITY BLVD, 91950, $7000000
811, 1/2 EVERETT ST, 90026, $1300000
6125, CAMINO VERDE DR, 95119, $9750000
1347, GRAND AVE, 92109, $11000000
336, S KALMIA ST, 92025, $1800000
41690, DATE ST, 92562, $812820
9745, ARTESIA BLVD, 90706, $5434000
197, 1/2 EVERETT ST, 90026, $1300000
