Street Number, Street Name, Zipcode, Price, Hyperlink
2522, C ST, 92102, 960000, https://www.loopnet.com/Listing/2520-2522-C-St-San-Diego-CA/16830183/
1190, E FLORENCE AVE, 90001, 2300000, https://www.loopnet.com/Listing/1167-1201-E-Florence-Ave-Los-Angeles-CA/17542491/
919, STORY RD, 95122, 360000, https://www.loopnet.com/Listing/919-Story-Rd-San-Jose-CA/8503400/
2125, E THOUSAND OAKS BLVD, 91362, 2550000, https://www.loopnet.com/Listing/2125-E-Thousand-Oaks-Blvd-Thousand-Oaks-CA/15849724/
9057, IMPERIAL HWY, 90242, 2443000, https://www.loopnet.com/Listing/9057-Imperial-Hwy-Downey-CA/9899870/
1602, WHIPPLE RD, 94544, 1850000, https://www.loopnet.com/Listing/1601-1605-Whipple-Rd-Hayward-CA/16849290/
481, E EUCLID AVE, 90222, 49950000, https://www.loopnet.com/Listing/419-531-E-Euclid-Ave-Compton-CA/16301697/
1315, 1ST ST, 95020, 8350000, https://www.loopnet.com/Listing/1207-1331-1st-St-Gilroy-CA/16786375/
656, S MT VERNON AVE, 92410, 975000, https://www.loopnet.com/Listing/656-S-Mt-Vernon-Ave-San-Bernardino-CA/17233967/
3847, BEACON AVE, 94538, 995000, https://www.loopnet.com/Listing/3845-3885-Beacon-Ave-Fremont-CA/14951445/
3674, W 5TH ST, 93030, 560000, https://www.loopnet.com/Listing/3600-3700-W-5th-St-Oxnard-CA/12971031/
3675, E HIGHLAND AVE, 92346, 5900000, https://www.loopnet.com/Listing/3654-3694-E-Highland-Ave-Highland-CA/17031947/
2308, MCHENRY AVE, 95350, 1290000, https://www.loopnet.com/Listing/2308-McHenry-Ave-Modesto-CA/16886380/
4130, IDAHO ST, 92104, 3650000, https://www.loopnet.com/Listing/4127-4131-Idaho-St-San-Diego-CA/17274933/
3031, W MAIN ST, 95380, 1500000, https://www.loopnet.com/Listing/3031-W-Main-St-Turlock-CA/16966482/
1702, W BALBOA BLVD, 92663, 5390000, https://www.loopnet.com/Listing/1701-1703-W-Balboa-Blvd-Newport-Beach-CA/16765865/
601, ALABAMA ST, 94590, 1425000, https://www.loopnet.com/Listing/601-Alabama-St-Vallejo-CA/17103120/
4022, GEORGE RD, 95608, 950000, https://www.loopnet.com/Listing/4022-George-Rd-Carmichael-CA/17159502/
4390, DELTA ST, 92113, 7500000, https://www.loopnet.com/Listing/4388-4394-Delta-St-San-Diego-CA/17150197/
4862, 67TH ST, 92115, 4999999, https://www.loopnet.com/Listing/4850-4890-67th-St-San-Diego-CA/17633041/
1682, E HIGHLAND AVE, 92404, 3099900, https://www.loopnet.com/Listing/1673-1709-E-Highland-Ave-San-Bernardino-CA/16980073/
36, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
554, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
26908, CHERRY HILLS BLVD, 92586, 18500000, https://www.loopnet.com/Listing/26800-26926-Cherry-Hills-Blvd-Menifee-CA/17733968/
2400, FLORIN RD, 95822, 2475000, https://www.loopnet.com/Listing/2400-Florin-Rd-Sacramento-CA/17304542/
9205, ARCHIBALD AVE, 91730, 493000, https://www.loopnet.com/Listing/9201-9211-Archibald-Ave-Rancho-Cucamonga-CA/15733039/
5906, MISSION GORGE RD, 92120, 12450000, https://www.loopnet.com/Listing/5901-5927-Mission-Gorge-Rd-San-Diego-CA/16757796/
8230, COMMONWEALTH AVE, 90621, 3000000, https://www.loopnet.com/Listing/8200-8230-Commonwealth-Ave-Buena-Park-CA/17611171/
9519, KRUSE RD, 90660, 3286320, https://www.loopnet.com/Listing/9501-9523-Kruse-Rd-Pico-Rivera-CA/17101183/
6129, CAMINO VERDE DR, 95119, 9750000, https://www.loopnet.com/Listing/6104-6146-Camino-Verde-Dr-San-Jose-CA/14401489/
31694, HAYMAN ST, 94544, 730000, https://www.loopnet.com/Listing/31669-31699-Hayman-St-Hayward-CA/17271781/
480, E EUCLID AVE, 90222, 49950000, https://www.loopnet.com/Listing/419-531-E-Euclid-Ave-Compton-CA/16301697/
23470, OLIVEWOOD PLAZA DR, 92553, 2000000, https://www.loopnet.com/Listing/23470-Olivewood-Plaza-Dr-Moreno-Valley-CA/17223336/
1711, ACTION AVE, 94559, 3100000, https://www.loopnet.com/Listing/1621-1723-Action-Ave-Napa-CA/16445312/
2201, IRVING ST, 94122, 5880000, https://www.loopnet.com/Listing/2201-2209-Irving-St-San-Francisco-CA/16825494/
4859, N CEDAR AVE, 93726, 995000, https://www.loopnet.com/Listing/4856-4860-N-Cedar-Ave-Fresno-CA/16856598/
5626, CUSHING PKY, 94538, 29950000, https://www.loopnet.com/Listing/5601-5701-Cushing-Pky-Fremont-CA/15292848/
827, N PALMETTO AVE, 91762, 2625000, https://www.loopnet.com/Listing/827-N-Palmetto-Ave-Ontario-CA/17171623/
810, ACACIA AVE, 92058, 1200000, https://www.loopnet.com/Listing/810-Acacia-Ave-Oceanside-CA/17368993/
2912, UNIVERSITY AVE, 92104, 6500000, https://www.loopnet.com/Listing/2906-2912-University-Ave-San-Diego-CA/16910727/
10248, MILLS STATION RD, 95670, 595000, https://www.loopnet.com/Listing/10248-Mills-Station-Rd-Rancho-Cordova-CA/14577898/
613, W MANCHESTER BLVD, 90301, 8100000, https://www.loopnet.com/Listing/605-619-W-Manchester-Blvd-Inglewood-CA/17066206/
2005, J ST, 92102, 1189900, https://www.loopnet.com/Listing/2005-J-St-San-Diego-CA/17273084/
336, MCCORD AVE, 93308, 550000, https://www.loopnet.com/Listing/336-McCord-Ave-Bakersfield-CA/17401413/
1327, W 11TH ST, 95341, 3150000, https://www.loopnet.com/Listing/1303-1333-W-11th-St-Merced-CA/17273394/
1495, CARMEL DR, 94596, 4850000, https://www.loopnet.com/Listing/1487-1502-Carmel-Dr-Walnut-Creek-CA/8577107/
936, W 7TH ST, 93030, 239900, https://www.loopnet.com/Listing/901-999-W-7th-St-Oxnard-CA/17225595/
1922, HANCOCK ST, 92110, 3200000, https://www.loopnet.com/Listing/1920-1928-Hancock-St-San-Diego-CA/16206512/
6701, RED HILL RD, 94952, 6900000, https://www.loopnet.com/Listing/6701-Red-Hill-Rd-Petaluma-CA/17569704/
176, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
15350, FAIRFIELD RANCH RD, 91709, 1100000, https://www.loopnet.com/Listing/15350-Fairfield-Ranch-Rd-Chino-Hills-CA/15455868/
1695, E HIGHLAND AVE, 92404, 3099900, https://www.loopnet.com/Listing/1673-1709-E-Highland-Ave-San-Bernardino-CA/16980073/
0, EDEN PLAINS RD, 94513, 850000, https://www.loopnet.com/Listing/0-EDEN-PLAINS-Rd-Brentwood-CA/12424971/
126, HUGHES RD, 95076, 10000000, https://www.loopnet.com/Listing/126-Hughes-Rd-Watsonville-CA/17338562/
49, OCEAN AVE, 94112, 1200000, https://www.loopnet.com/Listing/49-Ocean-Ave-San-Francisco-CA/17594158/
826, S MOUNTAIN AVE, 91762, 8712000, https://www.loopnet.com/Listing/800-870-S-Mountain-Ave-Ontario-CA/17033296/
8700, ALONDRA BLVD, 90706, 2195000, https://www.loopnet.com/Listing/8700-Alondra-Blvd-Bellflower-CA/15709977/
1609, W ANAHEIM ST, 90813, 3000000, https://www.loopnet.com/Listing/1601-1609-W-Anaheim-St-Long-Beach-CA/17674546/
256, CAJON ST, 92373, 1075000, https://www.loopnet.com/Listing/256-Cajon-St-Redlands-CA/12716898/
3562, KETTNER BLVD, 92101, 11500000, https://www.loopnet.com/Listing/3554-3590-Kettner-Blvd-San-Diego-CA/17566239/
4356, TECHNOLOGY DR, 94538, 8600000, https://www.loopnet.com/Listing/4340-4390-Technology-Dr-Fremont-CA/16118464/
11494, KILLION ST, 91601, 2600000, https://www.loopnet.com/Listing/11494-Killion-St-North-Hollywood-CA/17632898/
2741, MAIN ST, 92113, 850000, https://www.loopnet.com/Listing/2740-2742-Main-St-San-Diego-CA/17115217/
445, N AMERICAN ST, 95202, 700000, https://www.loopnet.com/Listing/445-N-American-St-Stockton-CA/17170824/
1413, KOOSER RD, 95118, 1800000, https://www.loopnet.com/Listing/1413-Kooser-Rd-San-Jose-CA/17469029/
26, CLAY ST, 92509, 849000, https://www.loopnet.com/Listing/26-Clay-St-Jurupa-Valley-CA/17485771/
2806, W LINCOLN AVE, 92801, 1920000, https://www.loopnet.com/Listing/2804-2816-W-Lincoln-Ave-Anaheim-CA/16759970/
8705, COMPLEX DR, 92123, 2750000, https://www.loopnet.com/Listing/8705-Complex-Dr-San-Diego-CA/16374197/
92, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
362, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
26813, CHERRY HILLS BLVD, 92586, 18500000, https://www.loopnet.com/Listing/26800-26926-Cherry-Hills-Blvd-Menifee-CA/17733968/
728, MAIN ST, 95695, 2795000, https://www.loopnet.com/Listing/721-729-Main-St-Woodland-CA/17600313/
9475, MAGNOLIA AVE, 92503, 1500000, https://www.loopnet.com/Listing/9471-9477-Magnolia-Ave-Riverside-CA/17645673/
1009, S WILLOWBROOK AVE, 90220, 1650000, https://www.loopnet.com/Listing/1005-1009-S-Willowbrook-Ave-Compton-CA/15364987/
1974, N VENTURA RD, 93036, 3800000, https://www.loopnet.com/Listing/1954-1984-N-Ventura-Rd-Oxnard-CA/17591237/
11708, FIRESTONE BLVD, 90650, 2575000, https://www.loopnet.com/Listing/11701-11709-Firestone-Blvd-Norwalk-CA/16480478/
707, MORMON ST, 95630, 2800000, https://www.loopnet.com/Listing/705-709-Mormon-St-Folsom-CA/17232104/
1616, A ST, 94509, 6200000, https://www.loopnet.com/Listing/1611-1663-A-St-Antioch-CA/17528195/
2649, CONEJO CENTER DR, 91320, 585000, https://www.loopnet.com/Listing/2600-2736-Conejo-Center-Dr-Thousand-Oaks-CA/16114192/
3646, W 5TH ST, 93030, 560000, https://www.loopnet.com/Listing/3600-3700-W-5th-St-Oxnard-CA/12971031/
1948, OCEAN AVE, 94127, 3799000, https://www.loopnet.com/Listing/1948-Ocean-Ave-San-Francisco-CA/16455573/
2066, N ANGUS ST, 93703, 15800000, https://www.loopnet.com/Listing/2045-2139-N-Angus-St-Fresno-CA/17335641/
2702, WILLOW PASS RD, 94519, 1460000, https://www.loopnet.com/Listing/2700-2708-Willow-Pass-Rd-Concord-CA/15792702/
4755, 1/2 BANCROFT ST, 92116, 1299000, https://www.loopnet.com/Listing/4754-4758-1-2-Bancroft-St-San-Diego-CA/17726012/
2707, S FAIRVIEW ST, 92704, 21566375, https://www.loopnet.com/Listing/2700-2722-S-Fairview-St-Santa-Ana-CA/11930833/
233, E SIXTH ST, 93030, 875000, https://www.loopnet.com/Listing/217-235-E-Sixth-St-Oxnard-CA/16444346/
511, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
828, S MOUNTAIN AVE, 91762, 8712000, https://www.loopnet.com/Listing/800-870-S-Mountain-Ave-Ontario-CA/17033296/
9238, RESEARCH DR, 92618, 1579355, https://www.loopnet.com/Listing/9235-9245-Research-Dr-Irvine-CA/15101373/
2795, GARDEN AVE, 95111, 1888000, https://www.loopnet.com/Listing/2795-Garden-Ave-San-Jose-CA/16300142/
1699, ACTION AVE, 94559, 3100000, https://www.loopnet.com/Listing/1621-1723-Action-Ave-Napa-CA/16445312/
400, 30TH ST, 94609, 8500000, https://www.loopnet.com/Listing/400-30th-St-Oakland-CA/17338206/
108, S MOLLISON AVE, 92020, 4500000, https://www.loopnet.com/Listing/101-115-S-Mollison-Ave-El-Cajon-CA/17129499/
891, W RIALTO AVE, 92376, 2695000, https://www.loopnet.com/Listing/870-898-W-Rialto-Ave-Rialto-CA/16624706/
293, KING ST, 94107, 4300000, https://www.loopnet.com/Listing/200-298-King-St-San-Francisco-CA/17571433/
4038, CHEROKEE AVE, 92104, 2325000, https://www.loopnet.com/Listing/4038-Cherokee-Ave-San-Diego-CA/17494338/
5902, MISSION GORGE RD, 92120, 12450000, https://www.loopnet.com/Listing/5901-5927-Mission-Gorge-Rd-San-Diego-CA/16757796/
3648, W 5TH ST, 93030, 625000, https://www.loopnet.com/Listing/3600-3700-W-5th-St-Oxnard-CA/12971121/
585, W MAIN ST, 91801, 5880000, https://www.loopnet.com/Listing/535-611-W-Main-St-Alhambra-CA/15941925/
2631, SOQUEL DR, 95065, 3400000, https://www.loopnet.com/Listing/2628-2650-Soquel-Dr-Santa-Cruz-CA/17095042/
23919, AVALON BLVD, 90745, 750000, https://www.loopnet.com/Listing/23919-Avalon-Blvd-Carson-CA/14567793/
1556, W FLORENCE AVE, 90047, 1600000, https://www.loopnet.com/Listing/1556-W-Florence-Ave-Los-Angeles-CA/17473611/
12055, JEFFERSON BLVD, 90230, 1600000, https://www.loopnet.com/Listing/12055-Jefferson-Blvd-Culver-City-CA/17531748/
822, D AVE, 91950, 32000000, https://www.loopnet.com/Listing/819-825-D-Ave-National-City-CA/17256456/
841, S MOUNTAIN AVE, 91762, 8712000, https://www.loopnet.com/Listing/800-870-S-Mountain-Ave-Ontario-CA/17033296/
1534, E WALNUT AVE, 92867, 6950000, https://www.loopnet.com/Listing/1527-1541-E-Walnut-Ave-Orange-CA/17194816/
26868, CHERRY HILLS BLVD, 92586, 18500000, https://www.loopnet.com/Listing/26800-26926-Cherry-Hills-Blvd-Menifee-CA/17733968/
355, MARIPOSA AVE, 94041, 3300000, https://www.loopnet.com/Listing/355-Mariposa-Ave-Mountain-View-CA/17231590/
173, W ALAMEDA ST, 95336, 795000, https://www.loopnet.com/Listing/171-185-W-Alameda-St-Manteca-CA/16891888/
714, E 62ND ST, 90001, 8604750, https://www.loopnet.com/Listing/710-734-E-62nd-St-Los-Angeles-CA/17542113/
1645, MISSION ST, 94103, 2995000, https://www.loopnet.com/Listing/1645-Mission-St-San-Francisco-CA/17556737/
9789, RESEARCH DR, 92618, 2102660, https://www.loopnet.com/Listing/9770-9800-Research-Dr-Irvine-CA/17003608/
13346, LIMONITE AVE, 92880, 11575000, https://www.loopnet.com/Listing/13346-Limonite-Ave-Eastvale-CA/13578135/
5647, CUSHING PKY, 94538, 29950000, https://www.loopnet.com/Listing/5601-5701-Cushing-Pky-Fremont-CA/15292848/
2215, POWELL ST, 94133, 2750000, https://www.loopnet.com/Listing/2215-Powell-St-San-Francisco-CA/16370335/
7985, S VAN NESS AVE, 90305, 1248100, https://www.loopnet.com/Listing/7927-8001-S-Van-Ness-Ave-Inglewood-CA/17573269/
2644, CONEJO CENTER DR, 91320, 585000, https://www.loopnet.com/Listing/2600-2736-Conejo-Center-Dr-Thousand-Oaks-CA/16114192/
5696, CUSHING PKY, 94538, 29950000, https://www.loopnet.com/Listing/5601-5701-Cushing-Pky-Fremont-CA/15292848/
1368, GRAND AVE, 92109, 11000000, https://www.loopnet.com/Listing/1346-1374-Grand-Ave-San-Diego-CA/17579954/
3672, W 5TH ST, 93030, 560000, https://www.loopnet.com/Listing/3600-3700-W-5th-St-Oxnard-CA/12971031/
226, S RIVERSIDE AVE, 92376, 1995000, https://www.loopnet.com/Listing/219-231-S-Riverside-Ave-Rialto-CA/17418825/
12209, LA CADENA DR, 92324, 200000, https://www.loopnet.com/Listing/12209-La-Cadena-Dr-Colton-CA/17005447/
1546, S EL DORADO ST, 95206, 448000, https://www.loopnet.com/Listing/1546-1562-S-El-Dorado-St-Stockton-CA/17599904/
467, E EUCLID AVE, 90222, 49950000, https://www.loopnet.com/Listing/419-531-E-Euclid-Ave-Compton-CA/16301697/
30720, STERN DR, 92584, 650000, https://www.loopnet.com/Listing/30720-Stern-Dr-Menifee-CA/16446152/
77, N CONEJO SCHOOL RD, 91362, 22000000, https://www.loopnet.com/Listing/77-N-Conejo-School-Rd-Thousand-Oaks-CA/17534179/
2749, NAGLEE RD, 95304, 6700000, https://www.loopnet.com/Listing/2712-2752-Naglee-Rd-Tracy-CA/16073780/
42210, ROICK DR, 92590, 510640, https://www.loopnet.com/Listing/42210-Roick-Dr-Temecula-CA/17724259/
528, 8TH ST, 94607, 4350000, https://www.loopnet.com/Listing/526-530-8th-St-Oakland-CA/17315265/
571, HARVEST PARK DR, 94513, 1799900, https://www.loopnet.com/Listing/535-575-Harvest-Park-Dr-Brentwood-CA/17281049/
5240, 3RD ST, 94124, 2995000, https://www.loopnet.com/Listing/5222-5250-3rd-St-San-Francisco-CA/17387843/
1726, S VERMONT AVE, 90006, 1100000, https://www.loopnet.com/Listing/1724-1726-S-Vermont-Ave-Los-Angeles-CA/16789707/
3630, W 5TH ST, 93030, 560000, https://www.loopnet.com/Listing/3600-3700-W-5th-St-Oxnard-CA/12971031/
2812, W LINCOLN AVE, 92801, 1920000, https://www.loopnet.com/Listing/2804-2816-W-Lincoln-Ave-Anaheim-CA/16759970/
13662, MILTON AVE, 92683, 999000, https://www.loopnet.com/Listing/13662-Milton-Ave-Westminster-CA/16766232/
15358, 7TH ST, 92395, 199900, https://www.loopnet.com/Listing/15358-7th-St-Victorville-CA/16993201/
1534, W FLORENCE AVE, 90047, 1629800, https://www.loopnet.com/Listing/1530-1538-W-Florence-Ave-Los-Angeles-CA/17350138/
12145, TEMESCAL CANYON RD, 92883, 899000, https://www.loopnet.com/Listing/12145-Temescal-Canyon-Rd-Corona-CA/16823198/
393, S CABRILLO AVE, 90731, 500000, https://www.loopnet.com/Listing/300-400-S-Cabrillo-Ave-Los-Angeles-CA/17518861/
228, KING ST, 94107, 4300000, https://www.loopnet.com/Listing/200-298-King-St-San-Francisco-CA/17571433/
26921, CHERRY HILLS BLVD, 92586, 18500000, https://www.loopnet.com/Listing/26800-26926-Cherry-Hills-Blvd-Menifee-CA/17733968/
9254, SCRANTON RD, 92121, 9450000, https://www.loopnet.com/Listing/9254-Scranton-Rd-San-Diego-CA/16056667/
3365, 20TH ST, 94110, 1200000, https://www.loopnet.com/Listing/3361-3367-20th-St-San-Francisco-CA/17400506/
3205, OLD CONEJO RD, 91320, 2560000, https://www.loopnet.com/Listing/3205-Old-Conejo-Rd-Thousand-Oaks-CA/15478984/
901, PACIFIC AVE, 95060, 1140000, https://www.loopnet.com/Listing/901-Pacific-Ave-Santa-Cruz-CA/17534332/
2415, LAS POSITAS RD, 94551, 8350000, https://www.loopnet.com/Listing/2400-2428-Las-Positas-Rd-Livermore-CA/17407869/
8085, OAK AVE, 95610, 990000, https://www.loopnet.com/Listing/8085-Oak-Ave-Citrus-Heights-CA/16620923/
4347, 1/2 HAMILTON ST, 92104, 1499000, https://www.loopnet.com/Listing/4341-4347-1-2-Hamilton-St-San-Diego-CA/17059822/
9513, KRUSE RD, 90660, 3286320, https://www.loopnet.com/Listing/9501-9523-Kruse-Rd-Pico-Rivera-CA/17101457/
446, S STATE COLLEGE BLVD, 92806, 3175000, https://www.loopnet.com/Listing/420-450-S-State-College-Blvd-Anaheim-CA/16739772/
7954, S VAN NESS AVE, 90305, 1248100, https://www.loopnet.com/Listing/7927-8001-S-Van-Ness-Ave-Inglewood-CA/17573269/
301, 17TH ST, 92648, 1700000, https://www.loopnet.com/Listing/301-17th-St-Huntington-Beach-CA/16872917/
3437, JACK NORTHROP AVE, 90250, 3500000, https://www.loopnet.com/Listing/3437-Jack-Northrop-Ave-Hawthorne-CA/17642588/
7946, S VAN NESS AVE, 90305, 1248100, https://www.loopnet.com/Listing/7927-8001-S-Van-Ness-Ave-Inglewood-CA/17573269/
172, W ALAMEDA ST, 95336, 795000, https://www.loopnet.com/Listing/171-185-W-Alameda-St-Manteca-CA/16891888/
510, CASTRO ST, 94577, 4950000, https://www.loopnet.com/Listing/510-Castro-St-San-Leandro-CA/16166435/
20422, ANITA AVE, 94546, 16100000, https://www.loopnet.com/Listing/20421-20499-Anita-Ave-Castro-Valley-CA/16738320/
449, S STATE COLLEGE BLVD, 92806, 3175000, https://www.loopnet.com/Listing/420-450-S-State-College-Blvd-Anaheim-CA/16739772/
616, TERMINAL WAY, 92627, 4400000, https://www.loopnet.com/Listing/608-620-Terminal-Way-Costa-Mesa-CA/16662589/
4856, 67TH ST, 92115, 4999999, https://www.loopnet.com/Listing/4850-4890-67th-St-San-Diego-CA/17633041/
1752, E BULLARD AVE, 93710, 1625000, https://www.loopnet.com/Listing/1752-E-Bullard-Ave-Fresno-CA/17310659/
4319, ROSEDALE HWY, 93308, 1555032, https://www.loopnet.com/Listing/4319-Rosedale-Hwy-Bakersfield-CA/17637651/
7049, GREENLEAF AVE, 90602, 1449000, https://www.loopnet.com/Listing/7049-7051-Greenleaf-Ave-Whittier-CA/16173523/
5843, LONETREE BLVD, 95765, 3700000, https://www.loopnet.com/Listing/5842-5854-Lonetree-Blvd-Rocklin-CA/13477927/
15149, WOODLAWN AVE, 92780, 2514300, https://www.loopnet.com/Listing/15149-Woodlawn-Ave-Tustin-CA/16793058/
20480, ANITA AVE, 94546, 16100000, https://www.loopnet.com/Listing/20421-20499-Anita-Ave-Castro-Valley-CA/16738320/
4360, UTAH ST, 92104, 1495000, https://www.loopnet.com/Listing/4360-Utah-St-San-Diego-CA/17311010/
2540, CONGRESS ST, 92110, 1590000, https://www.loopnet.com/Listing/2540-Congress-St-San-Diego-CA/16793090/
1322, W ALHAMBRA RD, 91801, 1288880, https://www.loopnet.com/Listing/1318-1322-W-Alhambra-Rd-Alhambra-CA/16795687/
1699, E HIGHLAND AVE, 92404, 3099900, https://www.loopnet.com/Listing/1673-1709-E-Highland-Ave-San-Bernardino-CA/16980073/
13107, PHILADELPHIA ST, 90601, 2450000, https://www.loopnet.com/Listing/13100-13108-Philadelphia-St-Whittier-CA/16708239/
2085, N ANGUS ST, 93703, 15800000, https://www.loopnet.com/Listing/2045-2139-N-Angus-St-Fresno-CA/17335641/
285, KING ST, 94107, 4300000, https://www.loopnet.com/Listing/200-298-King-St-San-Francisco-CA/17571433/
5012, CASS ST, 92109, 3500000, https://www.loopnet.com/Listing/5005-5019-Cass-St-San-Diego-CA/16174680/
6931, ARCHIBALD AVE, 91701, 1790000, https://www.loopnet.com/Listing/6910-6946-Archibald-Ave-Rancho-Cucamonga-CA/15785689/
41680, DATE ST, 92562, 812820, https://www.loopnet.com/Listing/41675-41695-Date-St-Murrieta-CA/17062252/
102, S MOLLISON AVE, 92020, 4500000, https://www.loopnet.com/Listing/101-115-S-Mollison-Ave-El-Cajon-CA/17129499/
945, RUFF DR, 95110, 5738550, https://www.loopnet.com/Listing/935-949-Ruff-Dr-San-Jose-CA/15087756/
2274, DURFEE AVE, 91732, 4000000, https://www.loopnet.com/Listing/2253-2307-Durfee-Ave-El-Monte-CA/16655398/
2057, N ANGUS ST, 93703, 15800000, https://www.loopnet.com/Listing/2045-2139-N-Angus-St-Fresno-CA/17335641/
3645, W 5TH ST, 93030, 560000, https://www.loopnet.com/Listing/3600-3700-W-5th-St-Oxnard-CA/12971031/
1611, WILLOW PASS RD, 94520, 10220000, https://www.loopnet.com/Listing/1611-Willow-Pass-Rd-Concord-CA/15352384/
1309, W 11TH ST, 95341, 3150000, https://www.loopnet.com/Listing/1303-1333-W-11th-St-Merced-CA/17273394/
1648, W 15TH ST, 90813, 3848000, https://www.loopnet.com/Listing/1632-1652-W-15th-St-Long-Beach-CA/17579657/
9, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
748, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
240, G ST, 95616, 6500000, https://www.loopnet.com/Listing/240-G-St-Davis-CA/16380670/
4062, E ASHLAN AVE, 93726, 4059000, https://www.loopnet.com/Listing/4041-4065-E-Ashlan-Ave-Fresno-CA/16644470/
9774, RESEARCH DR, 92618, 2102660, https://www.loopnet.com/Listing/9770-9800-Research-Dr-Irvine-CA/17003608/
574, W MAIN ST, 91801, 5880000, https://www.loopnet.com/Listing/535-611-W-Main-St-Alhambra-CA/15941925/
314, E BALL RD, 92805, 6399000, https://www.loopnet.com/Listing/309-323-E-Ball-Rd-Anaheim-CA/16715672/
900, N SIERRA WAY, 92410, 425000, https://www.loopnet.com/Listing/900-N-Sierra-Way-San-Bernardino-CA/17031950/
5926, YORK BLVD, 90042, 3425000, https://www.loopnet.com/Listing/5924-5930-York-Blvd-Los-Angeles-CA/17613331/
1984, N VENTURA RD, 93036, 3800000, https://www.loopnet.com/Listing/1954-1984-N-Ventura-Rd-Oxnard-CA/17591237/
1260, 7TH AVE, 95062, 1799000, https://www.loopnet.com/Listing/1260-7th-Ave-Santa-Cruz-CA/16537652/
1544, WALLACE AVE, 94124, 3315000, https://www.loopnet.com/Listing/1536-1550-Wallace-Ave-San-Francisco-CA/17521502/
20663, LAKE FOREST DR, 92630, 9690000, https://www.loopnet.com/Listing/20651-20671-Lake-Forest-Dr-Lake-Forest-CA/15710006/
1524, W BROOKS ST, 91762, 4699500, https://www.loopnet.com/Listing/1524-W-Brooks-St-Ontario-CA/17630943/
2821, BUTLER AVE, 90262, 17200000, https://www.loopnet.com/Listing/2820-2828-Butler-Ave-Lynwood-CA/15777225/
711, BROADWAY ST, 94590, 2500000, https://www.loopnet.com/Listing/707-727-Broadway-St-Vallejo-CA/16183649/
250, N CLOVIS AVE, 93612, 1763296, https://www.loopnet.com/Listing/250-N-Clovis-Ave-Clovis-CA/14903572/
6119, CAMINO VERDE DR, 95119, 9750000, https://www.loopnet.com/Listing/6104-6146-Camino-Verde-Dr-San-Jose-CA/14401489/
540, W MAIN ST, 91801, 5880000, https://www.loopnet.com/Listing/535-611-W-Main-St-Alhambra-CA/15941925/
4859, 67TH ST, 92115, 4999999, https://www.loopnet.com/Listing/4850-4890-67th-St-San-Diego-CA/17633041/
1022, UNIVERSITY AVE, 94710, 4349000, https://www.loopnet.com/Listing/1015-1027-University-Ave-Berkeley-CA/17612304/
944, RUFF DR, 95110, 5738550, https://www.loopnet.com/Listing/935-949-Ruff-Dr-San-Jose-CA/15087756/
512, N MYERS ST, 92054, 13250000, https://www.loopnet.com/Listing/502-518-N-Myers-St-Oceanside-CA/17284434/
108, N PROSPECT AVE, 90277, 2250000, https://www.loopnet.com/Listing/108-N-Prospect-Ave-Redondo-Beach-CA/17362920/
2125, AMADOR ST, 93721, 150000, https://www.loopnet.com/Listing/2125-Amador-St-Fresno-CA/16466523/
631, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
2424, LOMBARD ST, 94123, 1950000, https://www.loopnet.com/Listing/2424-Lombard-St-San-Francisco-CA/16262714/
973, W 7TH ST, 93030, 239900, https://www.loopnet.com/Listing/901-999-W-7th-St-Oxnard-CA/17225595/
1443, E 32ND ST, 94602, 695000, https://www.loopnet.com/Listing/1441-1443-E-32nd-St-Oakland-CA/17495071/
982, W 7TH ST, 93030, 299500, https://www.loopnet.com/Listing/901-999-W-7th-St-Oxnard-CA/12394578/
11219, OLD RIVER SCHOOL RD, 90241, 1295000, https://www.loopnet.com/Listing/11219-11223-Old-River-School-Rd-Downey-CA/16547117/
14708, DOOLITTLE DR, 94577, 10170000, https://www.loopnet.com/Listing/14700-14708-Doolittle-Dr-San-Leandro-CA/17014018/
733, 5TH ST, 94590, 625000, https://www.loopnet.com/Listing/733-5th-St-Vallejo-CA/16388855/
